rightHipX,rightHipY,rightHipZ,rightKnee,leftHipX,leftHipY,leftHipZ,leftKnee
0.08949279825070232,0.08493941345079778,0.09622029298149824,-1.4514086423825983,-0.03130230999072894,-0.46802833182972203,-0.059235967073569665,-0.6651953240289538
0.07407404549848229,0.041327837897625924,0.0974856979952684,-1.5187605350058555,-0.038963340983345106,-0.4603339388749137,-0.06204868479495644,-0.7132821371886643
0.054858973483302834,-0.014661626036201497,0.09916440749879424,-1.59052026888077,-0.03453658971380433,-0.4411007976010244,-0.05817634621592576,-0.7358850346306226
0.03270696594045848,-0.07258574797016851,0.10099721548693902,-1.6566928820805145,-0.03003023872882521,-0.4195553762989719,-0.05403184184945277,-0.7525739541829765
0.008217542575303577,-0.13488983010511904,0.1029764805364022,-1.7191730244616585,-0.025680320441893424,-0.39516641392626295,-0.04964728706722718,-0.7626675963544683
-0.014243652560580963,-0.19974287838641872,0.10520296883727355,-1.773167167764628,-0.02194715068765881,-0.36580655952928076,-0.04494972908255458,-0.7660484722720656
-0.028016850212417593,-0.26317448887246775,0.10833047565192645,-1.8153379482303509,-0.021875319089080948,-0.3346748489553679,-0.04137021827380204,-0.7671447871202249
-0.0380165280737374,-0.323280826962033,0.11168723358240265,-1.8459223684562478,-0.02210390237551895,-0.3012051108072724,-0.03762896471715954,-0.7650794747662139
-0.0477243242592022,-0.37921911290599086,0.11445035272859512,-1.864787355570086,-0.022508836818590356,-0.2625136375683028,-0.03336413972999758,-0.7555168167157186
-0.05555430912636541,-0.4341052082902793,0.11745892932613021,-1.8759876945986644,-0.022036810758280297,-0.22121987608705074,-0.028614143359113296,-0.7403688347088208
-0.06147009035103891,-0.4814750741948316,0.12009950987279983,-1.8699799095775296,-0.02169087708981988,-0.1740363014258668,-0.023279525404240102,-0.7172148447924555
-0.06507135758331213,-0.5275844518761009,0.12339647652066915,-1.8587068876799482,-0.021919982131227127,-0.12947021152750127,-0.018403149251322304,-0.6940293660475007
-0.06738846426309705,-0.5689252618262247,0.12656244059135452,-1.8397267249805058,-0.022247844046145663,-0.08298830562584558,-0.01341776960196214,-0.6672177499859236
-0.06858270431301539,-0.6079295324175015,0.1298787627007128,-1.8164224194139569,-0.02235244227134009,-0.03730693471018709,-0.008612220024295911,-0.6408385848422248
-0.06779913848554425,-0.6398045633237953,0.13348855961004333,-1.783076886019085,-0.02371614205128369,0.00730326955598648,-0.00407514094138154,-0.6115422867081416
-0.06491108769240803,-0.6680652578815999,0.13801454548307798,-1.7432741036579311,-0.025790163116814542,0.04882839100595149,3.823185827604714e-05,-0.5801659028312361
-0.0579901609468455,-0.6915884060173708,0.14490664455788443,-1.6960547271941797,-0.027998533364584598,0.090515930423954,0.004041544895033688,-0.5447608886216023
-0.049714388581285074,-0.7112717003166126,0.15246323390259559,-1.6436277300026174,-0.0296198956863485,0.13437251555552665,0.00802379851377326,-0.5061327495504403
-0.04300915745789689,-0.7270550930255396,0.15851689545445366,-1.5861984693010351,-0.029616518275440956,0.1797238717313876,0.011710500028686626,-0.4644434208831486
-0.03673249773175216,-0.7385224496197221,0.1640232203658316,-1.5226917915338292,-0.028697871852097906,0.22371630734614079,0.014909323203057243,-0.41888470644878006
-0.030515759775594002,-0.7462845458915276,0.1693725993071614,-1.454517725344197,-0.02715771848004609,0.2678295629320808,0.017760128801890884,-0.3690026654335242
-0.02428190435374511,-0.7500900057737357,0.17468679393037342,-1.3820166255806223,-0.025060682394546466,0.31486760179054163,0.020435871587753746,-0.31479174085311257
-0.02057975848899108,-0.7519959886035431,0.17784157434175166,-1.3061748324020186,-0.020749328137252873,0.3655436527611067,0.02233503347043376,-0.25431858429731624
-0.01757830904201685,-0.74800185736796,0.18044749274090185,-1.224126790128017,-0.015722230767844868,0.4192098088098608,0.023814171795432694,-0.18835402991165673
-0.013618648160706986,-0.7391622149535003,0.18392960539423497,-1.1369591273073174,-0.011524934867132564,0.4780211568021153,0.02561619262890082,-0.11392920222315384
