RightArm.X,RightArm.Y,RightArm.Z,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,RightHand.X,RightHand.Y,RightHand.Z,RightHandIndex1.X,RightHandIndex1.Y,RightHandIndex1.Z,RightHandIndex1End.X,RightHandIndex1End.Y,RightHandIndex1End.Z,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,LeftHand.X,LeftHand.Y,LeftHand.Z,LeftHandIndex1.X,LeftHandIndex1.Y,LeftHandIndex1.Z,LeftHandIndex1End.X,LeftHandIndex1End.Y,LeftHandIndex1End.Z,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightLeg.X,RightLeg.Y,RightLeg.Z,RightFoot.X,RightFoot.Y,RightFoot.Z,LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftFoot.X,LeftFoot.Y,LeftFoot.Z
-3.3967,22.95971,-29.07633,-9.187589612386953,22.14585354020573,-29.07633,-12.779460243284314,21.64104904359641,-29.07633,-13.423649427362086,21.550514157959867,-29.07633,-13.943005418694286,21.477523433430356,-29.07633,2.84918,22.818720000000006,-29.204340000000002,8.318450349021068,22.050064179935546,-29.204340000000002,11.870294344579895,21.550885060067028,-29.204340000000002,12.401484039333562,21.476231216981038,-29.204340000000002,12.829745271022231,21.41604302600884,-29.204340000000002,-1.86716,15.77786,-27.58356,-1.7374217511163168,8.345328454962562,-27.58356,-1.6017910488759666,0.5752916188652081,-27.58356,1.26604,15.77786,-27.58357,1.134401013188418,8.236126469196144,-27.58357,0.9996914952666816,0.5186612977048402,-27.58357
-3.0730970438436533,23.143187074518607,-27.41727066752189,-4.752000481186617,17.985034048546055,-29.601648255927376,-4.072188527651137,15.802113699232592,-26.785786635519965,-4.000621850980674,15.908438219289275,-26.148017415797767,-3.8896011740650502,15.956882044193158,-25.637737201870287,3.1431725961900536,22.596823559460262,-27.744012746857106,3.3932876450353167,17.74084276460481,-30.36329564542612,2.8355575279254297,17.098790252801873,-26.87883281005879,3.1085152065946517,16.916708095055462,-26.45447932346309,3.28071922000575,16.759085212770128,-26.090431104616783,-1.996891983968969,15.881576668805776,-27.621541532242368,-1.8400460168355008,8.501811139352785,-28.501210364298736,-1.7675662171268718,8.443118093456118,-36.27187120664011,1.1254615539205264,15.633320056345179,-27.700403937091213,0.5261730095681596,8.830784538382852,-24.49705611957763,-0.07399502953459569,1.342084857927829,-26.26809839693646
-3.064351092520102,23.058681785156487,-26.9090793572191,-4.686243546941079,17.920570655660114,-29.181972607514354,-4.1359809636254665,15.598494404828346,-26.45039152989174,-4.077560347761205,15.688495366357033,-25.8087817349494,-3.9788674973652487,15.72136026038933,-25.29474096650689,3.154832332184029,22.52324743504251,-27.19604503670604,3.4038061900035324,17.553182144407323,-29.591919187271102,2.7870348281969965,17.093635301957146,-26.08860856025708,3.0481364834863323,16.941278392598,-25.64549572375186,3.2101786682632136,16.809529757380982,-25.26679408872609,-1.9830891894700369,15.80529088593534,-27.105586769253648,-1.9615513027369385,8.389087234732905,-27.614327080735574,-1.7725578259818011,8.526743508038223,-35.38202946547353,1.1396397609997173,15.568370814807317,-27.202411465972823,0.4962984085925689,8.737248558212611,-24.069209574578124,-0.10231048461798052,1.350634686125538,-26.22722213827187
-3.0524127709157223,22.96344681673254,-26.39362848414895,-4.604304711366852,17.84523014401621,-28.75842326093011,-4.188989805625103,15.412441302041168,-26.100338576739173,-4.142587378179101,15.488330581555116,-25.455928844983074,-4.0546911863830495,15.50839281376519,-24.93927610096007,3.167428484078052,22.422501988153066,-26.654847108505226,3.425567315079039,17.340708916865953,-28.802518741913783,2.739699760513109,17.070336082125262,-25.292353533504354,2.9885966409484053,16.946076262331616,-24.83371911679052,3.1402206922621687,16.838568050163037,-24.443229126804198,-1.9625949876812119,15.711527540976824,-26.60105984987083,-2.0788722066549044,8.279478978481897,-26.703485209351676,-1.7784015914127789,8.555107048076367,-34.46400160314453,1.1609251150687143,15.489537932696473,-26.707290832322393,0.4751273911906577,8.6036277747106,-23.705791831727748,-0.12194531991619327,1.314352647340035,-26.173055016422147
-3.03234629692123,22.8948316675245,-25.90752436059589,-4.5088377497542576,17.80561262591631,-28.380697904090894,-4.225819495838748,15.289808214019287,-25.7832008323062,-4.197645735669181,15.353502062967564,-25.136419877697872,-4.124730237235469,15.363342196423295,-24.61714654556754,3.1893472193150707,22.35368383638734,-26.11958692089056,3.4573371261091137,17.174610977267758,-28.01935944679662,2.7002695256003384,17.092695784963063,-24.514375265373033,2.9431245871557725,16.99517933762372,-24.04613638437828,3.089618765377398,16.910132126863523,-23.64822090517562,-1.9273974027340783,15.621253430133702,-26.103019955922647,-2.2004310792621355,8.199333217556436,-25.786934285860525,-1.7897257781374851,8.557479157279866,-33.539025665816496,1.1996551525385264,15.460228436601223,-26.21507131968472,0.4692981174709312,8.51406052120344,-23.36684320997762,-0.13197940742089087,1.3257573583618107,-26.113509972535642
-3.012812371932144,22.822448600372,-25.438292899480626,-4.414725829870731,17.767505470210406,-28.02266002651245,-4.255424135773568,15.177555298132674,-25.48826793267372,-4.251421554831086,15.218660097026179,-24.83906022688633,-4.198170853809931,15.210053777256595,-24.317381603880957,3.2107316439077684,22.283654775686845,-25.594762743170577,3.489333707790168,17.01333545896983,-27.222603371192843,2.6719211229962854,17.121445414388177,-23.731912255344852,2.8995591003753414,17.050047921354672,-23.25147595640055,3.0331596472182984,16.986939143475105,-22.84502980137161,-1.8889851152758568,15.508652677021058,-25.63647044888368,-2.332300908468856,8.127656375401822,-24.872453509157317,-1.8118915116155636,8.50842335765267,-32.61687464224366,1.2415190428750642,15.438776249865015,-25.74602975167309,0.4677324485586842,8.428150748161876,-23.072556756891608,-0.14543742146441074,1.340632842200769,-26.067306825023604
-2.9943904773963355,22.776857137999606,-24.906349101179075,-4.316282552193753,17.75186558349547,-27.589411914411357,-4.275172935254088,15.093808283515372,-25.12174021859816,-4.298486641367851,15.110234935769453,-24.471845683613466,-4.267416011479285,15.081526889386769,-23.949094542408385,3.226374439311676,22.210550510952526,-25.07564874623877,3.523463403060584,16.865010146100868,-26.432367683882166,2.6423102839104757,17.15441364828095,-22.967603571271038,2.8579609434856783,17.098365578161946,-22.479659829677075,2.9814891053803803,17.047317651102915,-22.068362852710447,-1.860302924634792,15.413527416555386,-25.186363473344283,-2.4520407361164684,8.105637647142949,-23.960006811610064,-1.8342039917296304,8.422784732092893,-31.70013365847073,1.2714283397733657,15.419256038946711,-25.2821168571695,0.4588451145773527,8.33585504035894,-22.8203670185718,-0.15119221818904285,1.3506661952196763,-26.047193102787258
-2.9955606268748,22.742189402046762,-24.385240397315574,-4.232114033827584,17.74627267008855,-27.16166192854845,-4.304468660632892,15.026997718959693,-24.762355621083106,-4.356433389236946,15.027308288567104,-24.113914535919903,-4.348522931805801,14.985517269169623,-23.591182073793288,3.223431554248813,22.157709515473623,-24.557870718855114,3.5394182779528247,16.75741088056094,-25.671727516025683,2.5847666726886542,17.199204464312178,-22.24269932943654,2.796517364289295,17.135604693819097,-21.753974046788016,2.9169755019024266,17.07576077606602,-21.342952339951573,-1.8644156379822177,15.371223255443661,-24.725538147542252,-2.5310144856535333,8.159546801922469,-23.05020955672455,-1.8489016975897288,8.326540559236625,-30.789634816463014,1.2674121924336166,15.374022297419147,-24.81821417517007,0.4460186605101775,8.217301631924117,-22.581758171960807,-0.15904421925698942,1.3388135644551884,-26.03106478990817
-3.0031452622115844,22.701639628377944,-23.93688890817514,-4.16354566329979,17.738706460015205,-26.803861198853806,-4.339078820183647,14.959920712332439,-24.47923217722272,-4.413747894104862,14.93738323633244,-23.833404907764937,-4.424604175310024,14.876630508073935,-23.312588684162463,3.219290082125129,22.13591275486844,-24.02926425520236,3.5468880350469427,16.696128449546148,-24.92658037185843,2.5259375817535927,17.279977026001387,-21.53813580625148,2.726368336928888,17.290916286074346,-21.04069884233653,2.8372641608163423,17.294165229289547,-20.622701400343992,-1.8625776305192905,15.346916043757306,-24.258566850238942,-2.5685998188398287,8.250670234253155,-22.159951768359022,-1.8620342251845177,8.200943409282406,-29.898825098918252,1.269026499361809,15.340827731335779,-24.358370388570513,0.4430118712766675,8.113148882198384,-22.3650235144863,-0.17070420343477896,1.3459697506079662,-26.026451447411908
-3.0058220452651487,22.677638734874748,-23.52784587499649,-4.0984446621926125,17.755999676320304,-26.491021474634472,-4.367419465281334,14.923463188094173,-24.241409995496138,-4.470091554080488,14.875632618611617,-23.600826707230986,-4.504380774367818,14.793517160102224,-23.083971222162017,3.21983102600477,22.14283192276381,-23.477773682043015,3.5597088202528235,16.67778927387539,-24.199952227284946,2.4804572466993804,17.39189846710331,-20.854800562019264,2.6691029483596544,17.426691485109455,-20.35386350684853,2.7702929877589755,17.448384430327927,-19.933958406910325,-1.8478195811982572,15.334614674052071,-23.77585723310546,-2.585876587352732,8.36823719850219,-21.28904925800615,-1.8751383839356524,8.042915291557502,-29.0208592003654,1.2835822754718085,15.339829117900768,-23.88186412778036,0.4560161316964082,8.040018831817704,-22.17219236472975,-0.19148043513223525,1.3829686273572994,-26.024704025794357
-3.0073701573727605,22.69321992939919,-22.94537067737433,-4.0159246786923415,17.806940460358785,-25.99559289353499,-4.367993751574147,14.934411725288394,-23.809045788390666,-4.503456415062376,14.875780224407196,-23.175493514063522,-4.564953010404002,14.784153959847867,-22.66277420683559,3.2138097993595403,22.10653469337129,-22.946817874385985,3.578901943589933,16.621132733431622,-23.476745213283746,2.4481847528180296,17.447749821485502,-20.174782405084624,2.6333704270862444,17.507368948054445,-19.67489490384761,2.731906420528116,17.54818933664752,-19.255783158877932,-1.834435229052244,15.314656209120619,-23.285295651575755,-2.585053684738748,8.494786650237389,-20.4242978684587,-1.8881381464688793,7.8419816860525025,-28.13662712316208,1.2969535026572492,15.33223336463093,-23.390357036617928,0.4644542644655749,7.968098815817044,-21.98624135837914,-0.21803720372634028,1.414787958185742,-26.00690517502645
-3.0114350073707405,22.769510818703356,-22.48492947274062,-3.9510665919912613,17.930553573048446,-25.63109381999068,-4.3729508894228015,15.033998661875632,-23.48905145462034,-4.523072100199171,14.972064397271195,-22.859127618475892,-4.596289956766362,14.87793001270867,-22.348406408104967,3.209096703155057,22.1858887280954,-22.376984077760607,3.590591203308012,16.69139845087589,-22.78782280560079,2.4111568988838616,17.610662551525547,-19.527659650587797,2.5923910178064147,17.707255500102494,-19.032119859528006,2.6877637964262897,17.77819773599563,-18.61630555822897,-1.8210443287853983,15.384544998533693,-22.76273003944277,-2.5659149099768825,8.705407347710512,-19.585680269635613,-1.8978962744485883,7.6486534753205255,-27.25567964887129,1.31027719015222,15.410828274150285,-22.86797724634665,0.4774267874981262,7.988206229660507,-21.816256910918387,-0.22834198314895596,1.5327484726206295,-25.98835121915891
