LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftUpLeg.W,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightUpLeg.W,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftLeg.W,RightLeg.X,RightLeg.Y,RightLeg.Z,RightLeg.W,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,LeftFoot.W,RightFoot.X,RightFoot.Y,RightFoot.Z,RightFoot.W,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftArm.W,RightArm.X,RightArm.Y,RightArm.Z,RightArm.W,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,LeftForeArm.W,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,RightForeArm.W,LeftHand.X,LeftHand.Y,LeftHand.Z,LeftHand.W,RightHand.X,RightHand.Y,RightHand.Z,RightHand.W,Hips.X,Hips.Y,Hips.Z,Hips.W,Time
0.0,0.0,-0.18223552549214747,0.9832549075639546,0.0,0.0,0.18223552549214747,0.9832549075639546,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0697564737441253,0.9975640502598242,0.0,0.0,0.0697564737441253,0.9975640502598242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.08580402739445352,-0.04326095632292643,-0.22925014416435371,0.9686126831409657,-0.29180699432148466,0.15728253006658166,0.1146117920447978,0.9364694447365572,0.25473593351487567,0.0795115101870396,0.04481353294111193,0.962693757738886,0.4865399231051751,-0.09035478572910657,-0.14311563451216056,0.8571072459609935,-0.13921234389148843,-0.09718467839823229,0.019990220578694175,0.9852793779807254,-0.14189220458368262,0.04809757066935031,-0.01424093686053824,0.9886103487681197,0.15956874886238756,0.10599594519046324,-0.6862695449803832,0.7016671473156559,-0.05546630651799139,-0.1456517376450422,0.7070438782363904,0.6897811351513439,-0.03554817138075548,-0.16825287553263601,0.10545741848424443,0.9794416931462142,-0.035896595679603974,0.16900386490504984,-0.10601362825332013,0.9792396227126114,-0.05643576366493988,0.0,0.0,0.9984062322419442,-0.0037367412322992007,0.0,0.0,0.9999930183581097,0.05263497052069651,-0.02743233429279346,0.019624249868809535,0.9980440449853004,0.0083333
-0.07546678674286425,-0.03716163139194089,-0.23880987194571354,0.9674159510325785,-0.3026140426651779,0.1577919128907539,0.10353272249881777,0.9342416329730213,0.2430311265952195,0.07695945614135224,0.040979469072985525,0.9660920229102309,0.46951243454183406,-0.0926154111398145,-0.13495427866147425,0.867621923478749,-0.13010891554927423,-0.10597284091474908,0.01895250861252687,0.9856379809546412,-0.14157810343752397,0.05640851718107434,-0.015360719464328494,0.988199255268898,0.18016417806868526,0.108604696549854,-0.6838184591400375,0.6986688799191604,-0.07410543941828393,-0.13529367138697523,0.7096573276874163,0.6874521682203142,-0.03983122584018699,-0.17718060395539462,0.11215969318158227,0.9769548148484057,-0.030991855087614914,0.15796358402570895,-0.09797004528047977,0.9820839481774059,-0.07144347748821936,0.0,0.0,0.9974446498550134,0.017804908158187013,0.0,0.0,0.9998414800584533,0.054219519406729706,-0.027100050423625056,0.027478673291158707,0.9977829190242223,0.0166666
-0.06551609545740457,-0.0283494671438423,-0.24484455688356915,0.966930758592964,-0.3109092711229098,0.1575385620457121,0.09658114895352649,0.9323031203772767,0.2317396943797054,0.07435420721480819,0.03741966333640691,0.9692099538872102,0.44898447605065156,-0.09460638028395728,-0.12521153760349152,0.8796502963826355,-0.13791158131645118,-0.09726593726201313,0.019725463334652246,0.9854596081441244,-0.14142653442870767,0.060757748835190535,-0.015929544913497715,0.9879540884650534,0.19927649513371004,0.1097943873443783,-0.6801920680841231,0.6968305543748358,-0.09598122276170645,-0.12031898354657718,0.7137765681112482,0.6832524847308018,-0.04436989720194131,-0.1859748652880083,0.11896985723450001,0.9743155724779312,-0.026002779239237002,0.14555759552669825,-0.08924106966320361,0.9849735394119421,-0.0894097263543344,0.0,0.0,0.9959949301242668,0.04654158429128393,0.0,0.0,0.998916353320766,0.055217655502548375,-0.025573548227466776,0.03289003884636294,0.9976047561517256,0.024999900000000002
-0.05438581200855214,-0.0219048428570582,-0.245366119002366,0.9676558422069774,-0.31673575654996944,0.15759085014277444,0.09519745922310978,0.9304735505276119,0.22248754984326868,0.07211904903442688,0.034607878805331005,0.9716483045092523,0.4256763756808971,-0.09593321162775986,-0.11432297419869505,0.8924834450365586,-0.1361036134858369,-0.10046918348472894,0.019686374473102515,0.9853903775794213,-0.1436200044623181,0.061372653340803204,-0.016385501352971937,0.9875921258726019,0.21858319041016644,0.11163638030799321,-0.6766481572385923,0.6941944819482934,-0.11934223508796893,-0.10267848550669464,0.7176085626071863,0.6784191259178263,-0.05007732907003162,-0.1961981212376217,0.12718113577912316,0.9709909974031539,-0.0220694730976372,0.1347250604299814,-0.08185203008264813,0.9872498881340426,-0.10660334505182542,0.0,0.0,0.9943016276883798,0.08739133249797018,0.0,0.0,0.9961740585882716,0.05609037308645202,-0.021526271377286202,0.033629028694274046,0.9976269734307979,0.0333332
-0.04628963098055608,-0.015000810116350948,-0.2394545849255497,0.9696874483655391,-0.31902543635096303,0.15953261894153425,0.10021600602097316,0.9288319905084758,0.21423475173798903,0.0700523369625186,0.03218114200542534,0.9737353415241118,0.39847648669171554,-0.09628676681403898,-0.10191916963119663,0.9063982739127504,-0.13498848325572285,-0.10082822532727602,0.019486053888369086,0.9855110715103769,-0.14124552070170143,0.06139082271541577,-0.015984335435488488,0.9879399631499453,0.2332328255718731,0.10933997094767456,-0.675118228869943,0.6912760641570289,-0.1528336036994688,-0.07529628662862116,0.7229581347177939,0.6695549971776344,-0.055054794219904724,-0.20445862596200456,0.1340737155984904,0.9680856773492459,-0.018990799701211154,0.12543316350430458,-0.07566583669860952,0.9890301068100558,-0.11612902921431036,0.0,0.0,0.9932341358278731,0.14451595108727866,0.0,0.0,0.9895024708818767,0.05775055931264521,-0.016750280797121566,0.02862623329830863,0.9977799555811115,0.0416665
-0.04244411181445464,-0.0024946521498607965,-0.2344696273952313,0.9711932186295756,-0.3203861670316764,0.16333840666577548,0.10099951269782934,0.9276164979760965,0.20620275354078813,0.0679757032613397,0.029893802411453663,0.975687495449085,0.36905786809927293,-0.09529526452342058,-0.08896047548475294,0.9202179830643159,-0.13076262013966541,-0.10612061113321866,0.019107198512746087,0.9855325809083717,-0.13915840546456693,0.05863359842672598,-0.015266736055335314,0.9884148754922243,0.249244202463281,0.10742132972453544,-0.6724457883853734,0.6885888810759503,-0.18872888344662805,-0.045682561782716055,0.7280801372505196,0.6574145007856321,-0.059185949762027915,-0.21090671888397555,0.13963432080108823,0.9656695271855591,-0.016519168423477136,0.11732693231836329,-0.07037270089020656,0.9904590809300384,-0.1306308805541461,0.0,0.0,0.9914310732701737,0.1942677368571607,0.0,0.0,0.9809485442246179,0.06024130708719363,-0.012634122220013122,0.025574966287195196,0.9977761697773528,0.049999800000000004
-0.036335194729862796,0.010003821076159188,-0.2335221902101753,0.9716208436768232,-0.3189672632985039,0.17074499740726254,0.09347354599833843,0.9275606325209977,0.1959738764977036,0.06524290415434586,0.027091261017436093,0.9780611774139975,0.3397841127400982,-0.09297698982834185,-0.0766292465244338,0.932753984000595,-0.1251375029714646,-0.11040471453392155,0.018275679486986537,0.9858079954524809,-0.14250071615009166,0.05301387845740973,-0.015035645857838523,0.9882595832782253,0.2661015292091429,0.1056153953585726,-0.6701146986862854,0.6848223528918993,-0.2157293121071421,-0.02631870957424988,0.7300224674109275,0.6479470553211789,-0.06254257335554643,-0.21589923063603933,0.14405868612334577,0.9637027776660435,-0.014768504203177091,0.11116281220503808,-0.06640702517321191,0.991471042176176,-0.14572129486039487,0.0,0.0,0.9893256815751877,0.2222190161212419,0.0,0.0,0.9749967737762557,0.06183500675068752,-0.009532040825012758,0.02615307799758017,0.997698145056462,0.0583331
-0.026004251716051738,0.020409625417731968,-0.23282534761184598,0.9719565749519982,-0.31688058240093286,0.17828764433419528,0.08445082816354252,0.9277220866172698,0.18353474946672846,0.06179086095691885,0.023852904645103458,0.9807792433470334,0.31112618059470015,-0.08950339654420413,-0.06518944885205027,0.9438961688204752,-0.1230905344602328,-0.10843262847470361,0.017664965584566986,0.986295612075435,-0.1444202080448039,0.04553761978768085,-0.014253660310189344,0.9883652977822167,0.2745805397376946,0.09781003054428868,-0.6711313764683863,0.6816314258027798,-0.2435865481733578,-0.00806097307711058,0.7322017521491511,0.6359883712865761,-0.06565362772398334,-0.22034367419556897,0.1480915185095786,0.9618768988567118,-0.013748774966260313,0.10738554208736228,-0.06399973032102094,0.9920601549585423,-0.14730017485694785,0.0,0.0,0.9890918352140576,0.2502769287154136,0.0,0.0,0.9681742916194273,0.0628577358859514,-0.006366217367029818,0.026836420942530897,0.9976413097034038,0.0666664
-0.011960636522532174,0.026725227455255605,-0.23203997609045393,0.9722654755196147,-0.3202456712942783,0.1811241788944695,0.0762956351526921,0.9267231074564444,0.1669233836370639,0.056975168789417135,0.019823842925498686,0.9841226698883814,0.2853664851891577,-0.08543218663206939,-0.05550756300037679,0.9529880487539224,-0.10168899054826745,-0.12026770769765512,0.013889546174210355,0.9874219504312733,-0.14101336399172296,0.04016411806795635,-0.01295652358374353,0.9891077814334417,0.2816777016515909,0.08631732577094828,-0.6715170106619487,0.6799057993984676,-0.26842018672703316,0.010657635067199689,0.7353625283659301,0.6221567085931531,-0.07070388632392116,-0.22721112826052142,0.15451124010294454,0.958906846536787,-0.013153961485789218,0.10510990889169741,-0.06255711927288443,0.9924038931696548,-0.15365243040385282,0.0,0.0,0.988124956992277,0.27725344676708125,0.0,0.0,0.9607968184042729,0.06462953993943556,-0.0023682603258363515,0.028369574155926593,0.9975031735149804,0.0749997
