rightHipX,rightHipY,rightHipZ,rightKnee,leftHipX,leftHipY,leftHipZ,leftKnee
0.06419562610324545,-0.5993070831636963,0.03658392225071742,-1.0287791850329455,0.03026182246195501,-0.10781781869371218,0.06796882170865312,-0.5363500512002626
0.07472325869266709,-0.6122311214774624,0.04278274758696635,-1.0001917285106003,0.008741402135489056,-0.08524996548239125,0.06848439576138388,-0.5272697963560782
0.07718660704775328,-0.6242734831113917,0.043695352732792944,-0.9547951736563174,0.008773752589175716,-0.05551800780484026,0.07085349410091561,-0.5029076846945761
0.08062981998441603,-0.633907419486682,0.045440209002229295,-0.9044668843844024,0.010291421344391587,-0.029381023241221244,0.07289427442448612,-0.4833118207071505
0.08491593724386284,-0.6375821083021475,0.0481919404846882,-0.8462011612886442,0.010385185326200187,-0.006985048110319719,0.07455719949078922,-0.4660050462198806
0.09047428790401735,-0.6391425401968184,0.05200520499142357,-0.7835729873750084,0.007173757317997473,0.016768395986290346,0.0762977755112452,-0.44948374937744506
0.0988389094081397,-0.6400046703235188,0.057875314890703126,-0.7215300256230803,0.006760894684787771,0.04333179701641601,0.07804033596885296,-0.4278513171326128
0.10638879307119013,-0.63985216387886,0.06327386314289943,-0.6602482815713269,0.009525155676645374,0.07335043121438048,0.07970478664506427,-0.4013384651897114
0.11008155026818374,-0.6439217628679866,0.0654733742604378,-0.6048652978766516,0.013200583161157126,0.1061032501240187,0.08132988086567776,-0.36591205160388407
0.11097073958891286,-0.6479258748045001,0.06566520563752931,-0.5532047878637321,0.018461746139797085,0.138260469907066,0.08257062256862321,-0.32368877499482474
0.11321182245019405,-0.6526762921662476,0.06675470395601482,-0.5061174019295547,0.024917614876081434,0.1744012204959209,0.08372283393456427,-0.2791568567002216
0.11652870969910827,-0.6574131729071578,0.06863727250090419,-0.46250195449152565,0.03184483250758911,0.21173937560688774,0.08466352631921857,-0.23592935901062706
0.11802135001766648,-0.6597206250266788,0.0694655501102329,-0.4213301746459619,0.039017578401570455,0.24539770319480206,0.08508601506344518,-0.19529557862845048
0.11794924097274741,-0.659327608335403,0.06946014411282989,-0.3862039059326594,0.04671383534108091,0.281714190675745,0.0853650864605435,-0.15098337794592886
0.11749378102786906,-0.6635348060379346,0.06860190650014428,-0.36014042809462987,0.05738830438384488,0.33061944460057546,0.0854138239180135,-0.08663300391973738
0.11937080030714904,-0.6709892608049682,0.0690977363672996,-0.34822473188674286,0.06934997572248029,0.3838916420601146,0.0849102385420159,-0.006483389604181822
0.1220218589942423,-0.676597711376174,0.07042063390683181,-0.34319669134470243,0.07581301138303717,0.39375926032798914,0.08280489973287669,-0.004290634818564287
0.12289716637581619,-0.6846231165603544,0.07006097364944905,-0.350306377878266,0.07742571166854507,0.4055783347067745,0.08302753629532937,-0.0048456986999732
0.12384851468843164,-0.6899656924910283,0.07011519116281262,-0.3635369396256416,0.08021328626457844,0.422307073636113,0.08307694037546075,-0.004905125692379331
0.12699719778357133,-0.6893705740899488,0.07270048845387429,-0.3761315730976045,0.08287196202634382,0.4419648712221853,0.08337391980717901,-0.00506132683208782
0.1301415484469,-0.6876257805195855,0.07544154953467724,-0.3908063823910892,0.08569801741834202,0.46100658187861887,0.08345900946038433,-0.005092137655423379
0.13222369481510313,-0.6870178652674045,0.0771804524674772,-0.41407357002527645,0.08793799205577327,0.47549687452799794,0.08341489163837544,-0.005088278564868043
0.13391807541404274,-0.6862882805206955,0.07863037404287594,-0.44487091384689004,0.08922145293558403,0.49234503728154166,0.0840460566279492,-0.005324679277900479
0.13698555873036083,-0.6856995539290619,0.08114866874808875,-0.4786555666353389,0.09172421334424147,0.5117434203443787,0.08411811153798796,-0.005304284711284302
0.1408029887721873,-0.6869054036243557,0.08398797483469457,-0.5120394277489511,0.09428709743263067,0.5263827112342256,0.08370082721886161,-0.005201709756211592
0.14366849985254002,-0.6908001834987413,0.08564370272076803,-0.542366460475405,0.09508848247900249,0.5377814267981778,0.08408063795225466,-0.005379189082819424
0.1474014092402308,-0.6934667345748421,0.08820002269048571,-0.5703951288120856,0.09006807271757758,0.4893765544934423,0.0837799403031742,-0.1206544313945932
0.1505678670839118,-0.6925457581644673,0.09091415847002005,-0.5983183249446931,0.07492277527203407,0.43763679910961084,0.08874903516218483,-0.24534755085804538
0.15153892550928008,-0.6909287741886273,0.09198086685966343,-0.6273359971426418,0.06112444204619968,0.39696943089336756,0.09317194321859891,-0.34539669137783635
0.1522723436442574,-0.6908997121193358,0.09257592169870252,-0.6578098031563253,0.04990429382133145,0.3582739668730204,0.09616112040736825,-0.4344412461230298
0.15265305678179883,-0.6917736283612731,0.09272640856761208,-0.687955189065375,0.038699663498475825,0.3223781844135474,0.09900019358310358,-0.5154897304715562
0.15414038786897524,-0.6885769398725771,0.09449672570547338,-0.7125624827724089,0.028021556593584764,0.2888968641213696,0.10150382631532204,-0.5905338166966903
0.1547185543009019,-0.6797511048706605,0.09655655127760238,-0.7295465097805807,0.01936758523876396,0.2542939070648331,0.1030637077596764,-0.6625208652846906
0.1507934970560495,-0.6677030851989852,0.09565423642781494,-0.741264278969157,0.010890143508820734,0.22018595563107324,0.10437639985741684,-0.7291799127532532
0.14834168033312814,-0.6524643476479618,0.09645343857067887,-0.7475327460642924,0.000754756814610482,0.18731571361995591,0.1059767732222671,-0.7912144945102715
0.14932052521379446,-0.6353635966095262,0.10014365941420302,-0.7493972590952194,-0.010796277779043056,0.15790480917421523,0.10781136875467857,-0.8467387393806023
0.14985570297867382,-0.6171979293157525,0.10371669203713142,-0.7496418391803628,-0.021609212523878985,0.12658036293429298,0.10931178905653072,-0.8987550108641666
0.14980964924776957,-0.5985097236698463,0.1069946694221039,-0.7508365294144637,-0.03243652312780246,0.09443385418492478,0.11063772393793331,-0.9474191966711987
0.1498448805729719,-0.5796562738660495,0.11037014364081722,-0.7509857651073883,-0.043222864027884646,0.06151749276594076,0.11177748240602224,-0.9941241136680368
0.14983114145289791,-0.5612300342480717,0.11365061945745353,-0.7488484174987167,-0.05376117500049026,0.02610381194649314,0.1127037904259291,-1.0393954471334002
0.14905225239646708,-0.5407664770202415,0.1168327451552719,-0.7435647834951704,-0.06470491264874682,-0.011704387683452167,0.11345528311681813,-1.0823002038664309
0.1475140480844824,-0.5186677660547171,0.1198667243982558,-0.7354397945481272,-0.07660266965410507,-0.04858759447546501,0.11398816314641162,-1.121069853197314
0.14608202833471087,-0.49745841439662153,0.12281061140084493,-0.7265194398366801,-0.08750873244102733,-0.08418292563526086,0.11426644941658234,-1.153624867451941
0.14511356532659278,-0.47658081154331666,0.1259450044090731,-0.7177567581274762,-0.09690661399637801,-0.11837067009317526,0.11435148058152528,-1.1789875764773436
0.14339698346043817,-0.4547680895558667,0.12886335612301036,-0.7086364117947055,-0.10526752050152725,-0.1504299177863342,0.11425793514509745,-1.1978532101141148
0.14182025061015613,-0.4324209349006659,0.1319350969278449,-0.6990015400223935,-0.11336347177971677,-0.18161006619466513,0.11398431622110367,-1.2120663319235352
0.1406369814301901,-0.4101378880476555,0.13516532486194,-0.6889692699943715,-0.12196671708532464,-0.2118621449318241,0.11343537655754427,-1.2224631756540174
0.13798791603887336,-0.3886751359704451,0.13763059449861487,-0.6788072477588509,-0.12949845082775321,-0.24203560533996593,0.1128915693943867,-1.229554272547869
