LeftLeg_Xposition,LeftLeg_Yposition,LeftLeg_Zposition,LeftFoot_Xposition,LeftFoot_Yposition,LeftFoot_Zposition,RightLeg_Xposition,RightLeg_Yposition,RightLeg_Zposition,RightFoot_Xposition,RightFoot_Yposition,RightFoot_Zposition,Head_Xposition,Head_Yposition,Head_Zposition,LeftForeArm_Xposition,LeftForeArm_Yposition,LeftForeArm_Zposition,LeftHand_Xposition,LeftHand_Yposition,LeftHand_Zposition,RightForeArm_Xposition,RightForeArm_Yposition,RightForeArm_Zposition,RightHand_Xposition,RightHand_Yposition,RightHand_Zposition
0.14967519446256228,0.06597065541049332,0.5195106408320871,-0.12668488089967966,0.023941113138575672,0.0874838605413148,0.26587301865238167,-0.1295191351170363,0.5636768684133016,-0.24809737219643835,-0.09223873852175436,0.5102642095811393,0.1036624420796135,0.025643152889384867,1.6096059919838153,0.03516016948982048,0.2514135785861094,1.0959282319732166,0.253825739818079,0.18586462121499026,1.1671004373511198,-0.1639839997502872,-0.24923942634824459,1.169404749496328,0.03291969398592087,-0.24267549816419487,1.0291957227959168
0.16185479444424278,0.0645927635231297,0.5173240863124318,-0.12531100362218806,0.02200428882944573,0.09245876787568591,0.3179836363242121,-0.12947459603068018,0.5757228203014331,-0.19262164128167036,-0.09383456305301727,0.4955957880745895,0.1329098517494649,0.024158862046462795,1.611643349276705,0.08455471172037687,0.2507440837896253,1.0956879811888884,0.2987329487631043,0.18128513767253984,1.1761859181770544,-0.13572765074433302,-0.24556639104291977,1.1740578850612537,0.05980018442479773,-0.24418347901660487,1.0317916762945718
0.17333998662333472,0.06405823447027945,0.5177263641948077,-0.12139013682419253,0.020376819424102438,0.09818542354849677,0.3687899595292192,-0.12890720958249702,0.5887661632134759,-0.13632164408429936,-0.09529036676431975,0.478582323486278,0.1638055996497214,0.023031978788789195,1.6146871567022327,0.13183174838083422,0.24965635859315433,1.0979281744892726,0.34170462513001976,0.17608111981789162,1.1857737214564474,-0.1110773597194381,-0.24183468441580114,1.179820223876538,0.08336828045096989,-0.2452166150727638,1.0361115724591785
0.1846355821074912,0.06412258194493459,0.5199276470334591,-0.11786823625204934,0.019688962761775362,0.10603683301313523,0.4173074151080707,-0.1273504250463531,0.6014622743796316,-0.08053643430374335,-0.09659673859998077,0.4614122292675496,0.1961887546917147,0.022097126300395058,1.6186013578679037,0.1776584825169174,0.24794889838976286,1.1019172076156045,0.3836815341392543,0.17121126814160265,1.19595240624832,-0.0877435609966919,-0.23868467381779862,1.1860730038873906,0.10622149294151506,-0.24624451608225348,1.0418747807217443
0.19520075690547944,0.06391365827144482,0.523654495016048,-0.11411321970501453,0.02015036008242524,0.11475579096913634,0.46350810109394014,-0.12561893027871807,0.6144996433279302,-0.024807441260285668,-0.09760000547198398,0.44370393579672796,0.2289049939000527,0.020771369008734587,1.6237271899469576,0.22263185233053018,0.24587656481248554,1.1075976570540054,0.4251550469814718,0.16695113017890378,1.2072566339404598,-0.06311294633283304,-0.23522041543074876,1.1928970790921833,0.1302916567500756,-0.2470613864670258,1.0482348108958601
0.20631217589952655,0.06378816306063204,0.5294223065391855,-0.10880099028195445,0.021686908204814344,0.12479940876291044,0.507633328691689,-0.12301054422742558,0.6280871530553924,0.031227773674796344,-0.09795845375000317,0.42605140702299193,0.26127614880715067,0.018935346927932417,1.6310469559965661,0.26769159982815705,0.24379347228034137,1.1154536836832345,0.4659059286829583,0.16167507226473038,1.221020858947587,-0.037279430069108166,-0.23189572903188715,1.2018397856901561,0.15545805044235173,-0.24807493769980113,1.05670806020803
0.21806785762800618,0.06436201981490727,0.5365535834242852,-0.10175056293979656,0.02436284970460019,0.1354242316906768,0.5512798227792369,-0.12061114591685301,0.6411382981133844,0.08984730419573572,-0.09801867698166747,0.4066646025647993,0.2947003934117223,0.017439486925816088,1.6382989465520765,0.3109705555909448,0.24193557308413743,1.1237255844833223,0.5040690309390183,0.1559877250932069,1.2355411760694475,-0.01395306804100982,-0.2282279874579701,1.210863903900729,0.17801103864668977,-0.2484923760471719,1.065220993921754
0.23065133001119942,0.06532961087838446,0.5439067185840556,-0.09230949027795066,0.02756894265618711,0.1450847619921516,0.5939558499051538,-0.11802431512994269,0.6535117060595343,0.15065625774941882,-0.0984035260364991,0.386100414239199,0.33000598096397193,0.01702958308711852,1.6448661063387324,0.35297627463071035,0.23930588512592726,1.1333800366852826,0.5416347795834041,0.14983622280405,1.2499129861493783,0.0039999089076114824,-0.22415331461081772,1.2175406541662652,0.19518962830082298,-0.2484504375318402,1.071496613053489
0.24434450858666112,0.06659889620131962,0.5527228754755965,-0.0805972636704253,0.03135565394507237,0.15528197284488665,0.6350204243428936,-0.11568780982164506,0.6650477481338086,0.21230819720427085,-0.09864770150203475,0.36599539402324066,0.36041444638748965,0.015870957004262283,1.6522372376065426,0.3969724014865359,0.2363994868822734,1.142133607654425,0.5815528590499343,0.14303186455131828,1.2620891080023808,0.03300971539666575,-0.22123961290884553,1.2255598242651637,0.22313803623346717,-0.24974517270361923,1.078892255917525
0.2583198430516953,0.06831864336889204,0.5632180215217591,-0.06819986947404755,0.03558934488851457,0.16685684416036478,0.6754346320261173,-0.11370353958440249,0.6755340318174133,0.2758524927035051,-0.09880904638221295,0.346109426224987,0.39251644424148613,0.012099816565582407,1.6598149646755997,0.4328114119460873,0.23768759580452936,1.1476775962608066,0.612626199880325,0.1385405996583235,1.2702063499193956,0.06605707143899964,-0.21656592205014313,1.2369136490065171,0.25467153496361505,-0.249777688700027,1.0892847777320958
0.272858015084559,0.0702220716091036,0.57379666534622,-0.05386020060901031,0.040358246230607235,0.17737281132883723,0.7144215704852958,-0.11193755423265642,0.6847001736817979,0.34058748471436084,-0.09901541051670082,0.32624599630245077,0.4271001547618265,0.011752372172230845,1.6666734299424237,0.4740545630340296,0.23529354626207766,1.1577405620476833,0.6517055695908901,0.13531697851864694,1.2827269054990988,0.08897755128863771,-0.21209492333345975,1.2419825166718088,0.27590440262219507,-0.24980919790567452,1.0932925483738158
