rightHipX,rightHipY,rightHipZ,rightKnee,leftHipX,leftHipY,leftHipZ,leftKnee,rightShoulderX,rightShoulderY,rightElbow,leftShoulderX,leftShoulderY,leftElbow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4677291543301413,-2.619618557154777,-0.10339924431606466,1.0446320336484054,0.36530670073799665,2.588614845219587,0.2893230761876012,1.470807600983766,0.8989535401991887,0.8761909092893043,-0.44726001289857764,0.17671810926078135,-1.907099180009951,-0.46974278658203883
-0.26496761754413345,-2.1949533399357306,-0.023841954365119794,1.4140487096014696,0.26732834054187327,2.624408002168145,0.2684483513702025,1.4723162809922434,0.522682372069609,0.9085589252344484,-0.754501414806721,0.24066970297188078,-1.5933929599930328,-0.1709847545086545
-0.07369529642127545,-1.8424937761630753,0.06826737521347793,1.9087499476464487,0.18328036989238616,2.745717332563434,0.260142875843541,1.727513481476154,0.5482495480220947,0.8092715222051766,-0.661038594184477,0.2427018408587501,-1.3931842493232305,-0.22539707404260292
0.1268052635642294,-1.4537630667611052,0.17854477053383302,2.4137755143696027,0.13470014749618972,2.766452886736435,0.24733038822581316,1.8992264624157635,0.5755381957240582,0.7712251858479648,-0.614147441319349,0.16943433838173116,-1.3284217618111147,-0.4188971171766763
0.09363548355695053,-1.4081073050741815,0.1451735770811002,2.7178421034896196,0.1465971024188352,2.7382134016499147,0.23275434186955243,2.036956479562631,0.5538176855974435,0.8558282833871129,-0.6797920876133532,0.14943808458033814,-0.9849813664936259,-0.9111248989179069
0.12995666505506667,-1.2856065421269223,0.16236697343187348,3.051960599068776,0.11111644782389467,2.6840983643190093,0.21614825499328466,2.2153386813681735,0.5155936621420375,0.8674164196020244,-0.7207116369638555,0.1990111151225266,-0.4447951423001207,-1.0417291265281865
0.12953855463041794,-0.9752535365012903,0.14495897625015622,3.3766215050207933,0.09061797148795837,2.66954612662331,0.20310562249860833,2.3794685787761605,0.6031670622834583,0.6266407347588949,-0.4033042012747813,0.09600620813319703,-0.6289247296061805,-0.5371659398351619
0.11499286892830704,-0.7542692648592398,0.12249541065608513,3.6485036124555776,0.07971585911789107,2.749103642816152,0.19639824467969566,2.5185052232072027,0.7928887609355713,0.6939467169934335,-0.34512103499839347,-0.24215639566623093,-0.5628215064204438,-0.425525654865405
0.15678018441058558,-0.5811561146001797,0.15271868938896796,3.8933224858773134,0.042293084740768545,2.721897656939696,0.18480499615466012,2.7043780356572955,0.6695375090268681,0.5731667060524728,-0.18366221203657038,0.033004157207949296,-0.09944951570820233,-0.7070909158767056
0.2165692049709516,-0.3431999921472695,0.20026822920708773,4.134417714522542,0.13098325070712039,2.6869410019786812,0.14777529623177335,2.878433284666385,0.8071020069780281,0.6244687251456111,-0.2938401333743618,-0.19420912558594558,-0.19388944971679675,-0.5155929251976297
