rightHipX,rightHipY,rightHipZ,rightKnee,leftHipX,leftHipY,leftHipZ,leftKnee,rightShoulderX,rightShoulderY,rightElbow,leftShoulderX,leftShoulderY,leftElbow
-0.07757971159472256,-0.5424228231688647,0.13270389665424298,-1.089662524922528,0.025769373908034188,-0.29156011428880857,0.02522218221312239,-0.782445377821166,-0.201802571734763,0.5503101915501666,-1.4886722905719583,-0.0653317509138753,0.06144208790798886,-1.3248523779682957
-0.1004660192758595,-0.5936361668089095,0.12352033243141582,-1.9277952902412283,0.006270621972149247,-0.24798447403784485,0.025160293049201067,-0.7783571347132137,-0.15978906089385864,0.5738506408225009,-1.5146761898534735,-0.06426300949647369,0.021452996786016393,-1.9347150753962339
-0.10818355032230684,-0.6368598730019633,0.12181424490020075,-1.9105588616860296,0.012298182534326192,-0.20527232909172166,0.029934123806296488,-0.7540888092969815,-0.14495632748057202,0.5883077908257744,-1.5220559800663,-0.0613471606936708,-0.0100141396841478,-1.9424658313748375
-0.11255551601178504,-0.6730766031109029,0.12142085265317627,-1.8872270579776054,0.0167091001532671,-0.16196959705594727,0.03436352160390483,-0.7297955906606095,-0.13633206834142347,0.6032990130921428,-1.534505253410611,-0.057376110594634766,-0.03630512352403284,-1.9452870798242303
-0.11377148840273608,-0.7034777504175936,0.12254726434419866,-1.855732683841439,0.019733226256491473,-0.1166652610686506,0.03865587905532326,-0.701291618216253,-0.1272859507990589,0.6166519932085283,-1.5454123902146548,-0.05337153022046539,-0.059292663637866144,-1.9490061315459333
-0.1116792015539263,-0.7274648410191519,0.1254932530580069,-1.8159053878543405,0.021955778690178604,-0.07101878843749942,0.042736830461049174,-0.6699543815863929,-0.11778957056961195,0.6293772087750197,-1.555545822996424,-0.050575863637166825,-0.08121162270774954,-1.9559179339793484
-0.11013421607523662,-0.7506986115528759,0.12788861707984506,-1.7710609931467618,0.024374630880089385,-0.02583826731027583,0.04657727710189679,-0.6363445996736095,-0.10865157875725413,0.643498375450907,-1.5667623924420444,-0.048110135241591245,-0.09746381525489436,-1.970951494811494
-0.10798993110182802,-0.7719111194979701,0.13056767214147097,-1.720703643262127,0.026208052269183647,0.018449355700987824,0.05014372330928599,-0.5997915114310346,-0.10014428333191051,0.6578107463743404,-1.578654134451948,-0.044826451842069556,-0.10480293510284636,-1.988140025399209
-0.10585254495042612,-0.7880028028502414,0.13295949524959855,-1.664989388429284,0.02770324879873496,0.06249686679027244,0.053494966080513025,-0.5605302798812279,-0.09019202680423345,0.6681503184978622,-1.585308653772982,-0.043242349407871805,-0.11518019314134834,-1.9970032634064891
-0.10395516261310905,-0.8004482457204188,0.13498066952542395,-1.6047890788237669,0.029018560474180163,0.10785707689673896,0.056735537117728004,-0.5189749436983091,-0.07710936224879653,0.6796004393282539,-1.5910031508504554,-0.047237929936364616,-0.12446674799728566,-2.0040244367117683
-0.10136828957033439,-0.8100373216113218,0.13750052790034192,-1.5405492578067912,0.029716396372402844,0.15276838823624395,0.059784819554279896,-0.4743527061099637,-0.0660619933498532,0.6890576899781197,-1.5940335773490588,-0.04669336134243345,-0.126107665006471,-2.015691436823734
-0.09779489768831369,-0.8157001214817517,0.14080495368225887,-1.4723313655171693,0.03187762000907033,0.1971029147688922,0.062223111942104156,-0.42685855691296837,-0.052744810234715736,0.6993614239430223,-1.5988819395497358,-0.049897811914601554,-0.12930684092679814,-2.024198720089495
-0.09528349741249494,-0.818038474227602,0.1431023266238299,-1.4008720931379042,0.034118038070490436,0.2415291501318474,0.06437198439311259,-0.37755913985799916,-0.03903585139046873,0.7127283806532395,-1.6078417269772205,-0.054634528501206564,-0.13530421402270146,-2.030800229709567
-0.09289294750902916,-0.8173157472660307,0.14526607948792347,-1.3246232460744234,0.03653945774110408,0.28738379419094706,0.06626016011048394,-0.3245491370135565,-0.023889331209044982,0.7198737346738436,-1.6106020460750339,-0.06091543698416563,-0.14610674465341925,-2.033037225471945
-0.09089721088583791,-0.8125250210579157,0.14705893650306812,-1.2435636547334858,0.03952492206315773,0.3349194918604844,0.06771615793320829,-0.2671247314653915,-0.009116488785605734,0.7283142052263535,-1.6140602939807303,-0.06698408912615698,-0.15121215853180606,-2.0351534058950307
-0.08917954122181723,-0.8009834563911916,0.14859493607699314,-1.1573499949165114,0.04158682342839766,0.3813084576714888,0.06912996652732488,-0.2097247383642602,0.005525776252045634,0.7375118454499908,-1.6199825867042694,-0.0727289852850555,-0.14979025997597464,-2.0385801611357226
-0.08593095818094602,-0.7874924905635222,0.15145235552091155,-1.0678564737789449,0.04222488269415338,0.42621272120508935,0.07078276944664576,-0.152811813777038,0.019038204260645626,0.7453121966276887,-1.625917626110635,-0.0774736269811978,-0.14796708684404683,-2.042014746377507
-0.08257407540690981,-0.7728530848742746,0.1543748097713356,-0.9763609203500716,0.03951393420913558,0.4804784864837647,0.0741823381048386,-0.08069452608174887,0.03245339676756556,0.7526473663565317,-1.6320449719789762,-0.08355235747584636,-0.14811735811598695,-2.0472010016234545
-0.08109472513268924,-0.756706486612314,0.15571129236542366,-0.8864903232963193,0.03729537950902028,0.5391255335443542,0.076843794707665,-0.006814745739571748,0.04538385424361634,0.7585697843161453,-1.6377796268654636,-0.09063763960452545,-0.1460529092151939,-2.049271544255207
-0.07740153613235379,-0.7355378371666409,0.15881868659463083,-0.7960008687554856,0.04880066443236233,0.5333888663025962,0.06877121868124411,-0.0591900743526268,0.057095907974178135,0.7626141254519526,-1.6430681491959063,-0.09696844964656101,-0.1441083139444668,-2.0450297437299305
-0.07431663188194534,-0.7150738081436409,0.16137610697280277,-0.7098085149330491,0.05440049709660474,0.5155397532866955,0.06441981380942471,-0.13192834188386326,0.06867456407371138,0.763435064427113,-1.6475234829146732,-0.1038932208335256,-0.14295736782859184,-2.039485174457984
-0.07050170060973206,-0.6913052236726228,0.1644418013754861,-0.6271430469782575,0.05778244506745092,0.49676290434044457,0.06145198614473181,-0.2042476736119807,0.07891012034550351,0.762755015281204,-1.651847180373015,-0.11151123518083769,-0.13652781404870676,-2.0338877187269113
-0.0654026757371854,-0.6682658715819426,0.16831531429723087,-0.5535107873968905,0.061546837040441144,0.47327039437788254,0.05795120027732451,-0.28648455721075305,0.08716706100891913,0.7535687169513045,-1.6486411868098008,-0.11595092427512821,-0.13689898648547974,-2.0213444798697626
-0.06108526556348556,-0.6453991460897995,0.17157867493425238,-0.4895893335483399,0.06430515773714081,0.44850443606408785,0.05489589941158312,-0.3685496135407531,0.09427505556337869,0.7453724615617833,-1.6468457729413506,-0.12180308303273363,-0.1281269422724405,-2.0125486889204165
-0.05705574496528603,-0.6250825721624563,0.17452927352106262,-0.4392458865821536,0.0656757209029308,0.42141161319015896,0.052395174757344676,-0.45522980947960767,0.10072846753389993,0.7386790830852993,-1.6486026280848523,-0.12927684076305632,-0.11326310727807745,-2.0046948687220665
-0.05271022210379037,-0.6081148835282887,0.17753870682095763,-0.40328188292579625,0.06625046497094848,0.39155892750400645,0.050018158653419104,-0.5451949258880342,0.10454114657325275,0.7282186887643493,-1.6481483675008617,-0.13538139995062964,-0.09965746543236079,-1.9911053717627982
-0.04957398642162704,-0.5910312747238063,0.17979635756283469,-0.3749592296270241,0.06581058769608704,0.35991610384439,0.04788596392153443,-0.6396440668007648,0.10673823739613372,0.7170313342681623,-1.6471736126635879,-0.14171740130072613,-0.08370980127630248,-1.9753904412524834
-0.045893644439631565,-0.5748847998667396,0.18229494587417625,-0.3564879762088484,0.06332978716203948,0.32780771886708726,0.04653511429364419,-0.7389870168993298,0.10638281649893502,0.7030133068678285,-1.6459463972891093,-0.1483711732154967,-0.06693842579049394,-1.9582806078667174
-0.04117301553747124,-0.5569693353243991,0.18537648917521315,-0.3452988819769456,0.059284328072260695,0.29058983200768973,0.04531725067432155,-0.838273889901342,0.10416616427513589,0.6865383561525619,-1.6455495779636187,-0.15391394784403753,-0.0456877064132655,-1.9439074268475003
-0.03398894218259256,-0.5404464703862125,0.1896582460563267,-0.34202928169000035,0.050268198820107045,0.2523137678820152,0.04580060577075308,-0.9397603893351199,0.0994399814671419,0.6622587157998779,-1.6406414984309394,-0.15877082218165364,-0.029747528588468547,-1.922075036563067
-0.02743418945358288,-0.5234512021423366,0.19360618225047815,-0.3473571472301318,0.039954524386659925,0.2158916419083451,0.04667569740569973,-1.0393066767751993,0.09268010008551553,0.6360684829588771,-1.6365373585243324,-0.16358309524343564,-0.014231493544226953,-1.8950799706495252
-0.02012772274959874,-0.5138500181089883,0.19753799447392625,-0.37402760503425947,0.024945211611540737,0.17939301437065247,0.04884221441592816,-1.1350459478681183,0.08671018592794763,0.623184437462943,-1.650979968023936,-0.1714993041841609,0.013745132031147439,-1.8798065683508298
-0.014936518581334303,-0.5106701286362595,0.20012569903773791,-0.41754411806868785,0.006431932999204366,0.13500234748587203,0.05139680103404421,-1.234061312261526,0.07656748205417872,0.6022114599697125,-1.6633991582425027,-0.1777310851858155,0.03643651309639015,-1.866504144255634
-0.01382332210894895,-0.5109411024450231,0.2006247310329471,-0.46729643274971866,-0.014786372979102787,0.10385222488736601,0.054764683682706275,-1.3219435924944785,0.06499859715823551,0.5781601976975171,-1.675433079884172,-0.18486218211920935,0.061603860565714735,-1.8468465142164165
