rightHipX,rightHipY,rightHipZ,rightKnee,leftHipX,leftHipY,leftHipZ,leftKnee,rightShoulderX,rightShoulderY,rightElbow,leftShoulderX,leftShoulderY,leftElbow
0.06364715114382521,-0.4808004454761518,-0.04179422603788449,-0.8114511205912336,-0.052473029122974,-0.47810402088987125,-0.01904442916886582,-0.7684476790390173,-0.2652699674022933,0.6889494031601379,-0.4677207584108696,-0.21438355937640102,0.6953179161130115,-0.5087104915955171
0.09499295438151532,-0.487002410556077,-0.027288197756232285,-0.8442981983007254,-0.06388839345821981,-0.483715758411595,-0.024403721794006027,-0.775659404406142,-0.21036575756114095,0.7214899474418116,-0.4981271434697325,-0.1865118356548453,0.7170498905857731,-0.5285396499933092
0.09785012096728408,-0.4898392198248331,-0.026090682086788382,-0.8518692574807396,-0.06518002421887648,-0.4901645457860342,-0.025022776400088435,-0.7835303372893081,-0.193176172770069,0.7357819258593928,-0.49625885432324934,-0.18034885250944335,0.72965100082889,-0.5253790003627022
0.1010296089067568,-0.49451832360071774,-0.02485417039153191,-0.859768097401612,-0.06676998175260597,-0.4964859866170188,-0.02578538224488462,-0.7918446115950215,-0.1880558933752991,0.7505821910197249,-0.49327648273233393,-0.18065564285219213,0.7426002565749427,-0.522754020768531
0.10382063964511529,-0.4996833877038089,-0.02383664076730389,-0.8673027274538079,-0.068119010641073,-0.5027984129213883,-0.026432489514996087,-0.7998571825254122,-0.18552955818624517,0.7625389083831505,-0.4871152531767444,-0.1825980716804237,0.7540600455992464,-0.5181512222095704
0.10590780005967614,-0.5039261115699674,-0.023098766130479814,-0.8754356394607674,-0.06878051349994466,-0.5085842622380723,-0.026743536117831184,-0.8069098648387252,-0.18445778198053636,0.7742836955475506,-0.48190292202707696,-0.18544260746149446,0.7660327098577889,-0.5135180982606721
0.10704161318234537,-0.508965384581423,-0.02289208623424382,-0.8853242251839446,-0.06895922731003809,-0.5132384385845246,-0.026817807046951168,-0.8124612694749167,-0.18343075260750208,0.7870143530956978,-0.4780695143136071,-0.1882119680529808,0.776823226419851,-0.5087054907676073
0.10940834450283222,-0.5155520379957701,-0.02217268107847741,-0.8954948883634568,-0.06953252207162162,-0.5184636302837826,-0.027090565222939768,-0.8184790576308303,-0.18192613741204694,0.7994808649725534,-0.47209102564055017,-0.19070931992177553,0.786437156419772,-0.5034756076996213
0.10904599788769899,-0.5228375068419275,-0.02290194234165709,-0.9070381329011137,-0.06869605459451437,-0.5225688408649296,-0.026644929557985277,-0.8238972652278316,-0.1806257862640046,0.8117233485317067,-0.4673689187177448,-0.19336904994635226,0.7976880433524346,-0.5000592861216918
0.11218082942214683,-0.5285949316436731,-0.021684353645985328,-0.9168740080485684,-0.06947152524815974,-0.5285673468591428,-0.02703004969548957,-0.8315805255660287,-0.1797015748392439,0.8237731718128775,-0.46473344048491594,-0.19565815032658498,0.809209445269578,-0.49723491520511753
0.1158209669516792,-0.5332187177245284,-0.020105543754685633,-0.9258510021485022,-0.07057838813689363,-0.5343039771384541,-0.02759153023427377,-0.8403719153219309,-0.1788782105639552,0.8360392601333285,-0.46325978814575075,-0.1977544512250046,0.8201874765934146,-0.49405341880336306
0.11853181301384728,-0.5376927505575362,-0.019010454790493334,-0.9342374945656555,-0.07216073661196411,-0.5407334676179396,-0.028403908453648975,-0.851608319712688,-0.1778637206652553,0.8477056560995019,-0.4598375319346535,-0.1997376909245458,0.832059362417919,-0.4918691966739416
0.12101007753789392,-0.5437093349570619,-0.0181700843362199,-0.9434055967848287,-0.07353271913915457,-0.5476444464136156,-0.029100444192214376,-0.8635634057290895,-0.17688592838138212,0.8580739061583446,-0.45461835947105,-0.201902576270102,0.8447187808161155,-0.4909774098817151
0.1245845147770705,-0.5497209948298107,-0.01672047312112304,-0.9529667822921777,-0.07503395403895552,-0.5547802999429419,-0.029867811287146606,-0.8756906620197222,-0.17660109819600292,0.8699395870308025,-0.45365700691758915,-0.20376524841684707,0.8577419821991427,-0.49104497654203627
0.12788377241080015,-0.5549863660492496,-0.015350924339364969,-0.9634286544352433,-0.07633718821541353,-0.5615272231452137,-0.030530242661927363,-0.8867886767388466,-0.17642795409932147,0.8819014245255753,-0.45324527117896896,-0.2053038560326295,0.871425681315462,-0.4927644236342609
0.13050967220888945,-0.560354488499466,-0.01436884026395327,-0.975384304530206,-0.07764063988270602,-0.5678239654192252,-0.031199812625687714,-0.8960934866108115,-0.17590545101742153,0.8925185550548386,-0.4496391245413087,-0.20714653970122146,0.8853238736438717,-0.4956750271940892
0.13149276513663852,-0.5669905475360062,-0.014450715854415023,-0.9883276261183169,-0.07807925746378182,-0.5734832384991888,-0.031379726958202916,-0.9046723777357981,-0.17537152651252377,0.9037708852805714,-0.4479080338160357,-0.20874301984127758,0.8986450257819129,-0.4990434456518339
0.12861025023020456,-0.5761276422052508,-0.017024143937046148,-1.0037140969990408,-0.07607626286384646,-0.5776196850464603,-0.030150746898944192,-0.9123715297515544,-0.17489449773310775,0.915593595174219,-0.44895095391949225,-0.2101386542513631,0.9119292899784329,-0.5027230078881321
