rightHipX,rightHipY,rightHipZ,rightKnee,leftHipX,leftHipY,leftHipZ,leftKnee
0.07962786136133551,-0.6156284794218572,-0.19517218100074935,-0.7153445718411178,0.0989359105235845,0.23537225934473552,0.02124958209010715,-0.6716757057297331
0.15317252936279366,-0.6279036387151908,-0.1433109072245197,-0.764277700295644,0.10190158638261167,0.19785079812902198,0.01943586099899485,-0.746444764274188
0.15577593454414615,-0.5991179456636202,-0.13696486575795247,-0.757850295812561,0.09536569935094788,0.164661691579611,0.01967265293606898,-0.8089518637940507
0.14937968865216167,-0.5829490371829869,-0.13884297143191704,-0.7624226442332296,0.08935864360494011,0.13213405918056012,0.01978517805119061,-0.8675717987498479
0.14484383851759033,-0.569319578434607,-0.1397593891378527,-0.7685429457508479,0.08378056707380442,0.09983202537161087,0.01979607732151677,-0.923616909450119
0.14108976529366246,-0.5536304458544621,-0.1397695160700239,-0.7715087656118882,0.07748228227348815,0.0659917869700776,0.019813495373277968,-0.9786545273122524
0.13840934022256485,-0.5349835950641029,-0.1385447636026375,-0.7696295328655578,0.06934361791738897,0.028507711528508978,0.01987835364313514,-1.03246633779521
0.13399426314030236,-0.5139302973387898,-0.13791738082846824,-0.7627479542021574,0.06082311176028771,-0.011180316871707369,0.0198886684007148,-1.0823868319034289
0.12784896230023782,-0.4921891204229767,-0.13808588800374508,-0.752810543522793,0.05302155449659261,-0.051403521084879195,0.01983244480795932,-1.125393539790317
0.12215921289119429,-0.4696669806316649,-0.13774418727940335,-0.7419164052572587,0.04421224647268906,-0.08844683035551601,0.019632549613987044,-1.1598954660363079
0.11602487416789933,-0.44647195244823834,-0.13740323710372554,-0.7315843418778636,0.036428385780195,-0.12202154806047058,0.01939542086768836,-1.1871368910542728
0.10857016862785632,-0.4237804299075949,-0.13767322035901572,-0.7215460544014585,0.031349115284903355,-0.15526269932958212,0.019411236643652203,-1.2088077801258854
0.10134801506132358,-0.4027027787054971,-0.13794234226326618,-0.7112774599158067,0.027516883386173085,-0.1883488537474086,0.019555680349684836,-1.2260358310927564
0.09502162064457197,-0.38147788515118175,-0.13767501520104436,-0.7006372228639783,0.02348889075326337,-0.22062808325402758,0.01958462046293103,-1.2399876337269022
0.08815190883117444,-0.3585870642573472,-0.13729925371928012,-0.68825683686967,0.019477911629480225,-0.2517333572420576,0.01952525496938736,-1.2492954017416649
0.08028476786366759,-0.33459064548388695,-0.13705474938253964,-0.6734271031274186,0.016724120852729195,-0.2817451716537581,0.019694581068419245,-1.2530423790454566
0.07209494348470775,-0.3096034934179068,-0.1366725900249064,-0.657275683724976,0.013788533574261533,-0.31038971671742865,0.019712521730501878,-1.2532917241008215
0.06401450580324342,-0.2848974154362831,-0.1361575466387716,-0.6414071003320694,0.010579671840858963,-0.33861565007888894,0.019575467412708717,-1.250167081731329
0.057260464476756576,-0.2632653068637161,-0.13548381768634965,-0.6268688038585293,0.006953995131884959,-0.3688751218466574,0.01930782515131345,-1.2442694668083418
0.052118596990749465,-0.24337384305600174,-0.13445703729302316,-0.6147126817121256,0.0031258196698806086,-0.39874728812696103,0.01888075358305392,-1.2358385509781693
0.04657703151106496,-0.22359970376727056,-0.13347888837192953,-0.6062399973255945,0.000836091778284869,-0.4255051621218747,0.018913648666032176,-1.2225286297130036
0.04010119911295871,-0.20532882363312477,-0.13284708047487065,-0.6007358943464962,0.0008414407274013714,-0.4497447825439945,0.019838866926609976,-1.2029913040952607
0.03348615694303248,-0.18768144008538123,-0.1322602385809318,-0.5947510761290271,0.002331966155012544,-0.47141941122688735,0.021346976002576675,-1.1784026156753968
