LeftLeg_Xposition,LeftLeg_Yposition,LeftLeg_Zposition,LeftFoot_Xposition,LeftFoot_Yposition,LeftFoot_Zposition,RightLeg_Xposition,RightLeg_Yposition,RightLeg_Zposition,RightFoot_Xposition,RightFoot_Yposition,RightFoot_Zposition,Head_Xposition,Head_Yposition,Head_Zposition,LeftForeArm_Xposition,LeftForeArm_Yposition,LeftForeArm_Zposition,LeftHand_Xposition,LeftHand_Yposition,LeftHand_Zposition,RightForeArm_Xposition,RightForeArm_Yposition,RightForeArm_Zposition,RightHand_Xposition,RightHand_Yposition,RightHand_Zposition
0.3517462817093855,0.07010894869360895,-0.4730944058854947,0.44719176002318184,0.09659865445743099,-0.9402960706183034,-0.17275738448923494,-0.08368073739323356,-0.5311522002091245,-0.3676772984426009,-0.027223709957403253,-0.9652269713485501,0.020853833303279057,-0.009521020857406082,0.48120771360562176,-0.09315583982611475,0.20141358890541217,0.042575934341431476,-0.15800015995693606,0.2168529853566169,-0.15613612875488414,0.07793060131118557,-0.25313163155907104,0.029099456786802036,0.2685530909010003,-0.22022186376140293,-0.06338501253208217
0.35077769150538884,0.06911140753657558,-0.47418944837793175,0.4492589190165206,0.09494454018772186,-0.9407974599427141,-0.1810730457658356,-0.08518986720953015,-0.5291674800304014,-0.38270087870835034,-0.030596105259440176,-0.9604073365850391,0.019958160159108562,-0.008320066819724747,0.4813937471678619,-0.09944873020261458,0.2018820217920257,0.0429296115780301,-0.16670572546504792,0.21595374921465188,-0.15508081216681313,0.07576256004918402,-0.25332287380553054,0.03081108285431433,0.267466746851293,-0.219981844594715,-0.05925136188719171
0.3474023304996825,0.06857710670295186,-0.47644359488940047,0.44610041674714784,0.09359373984544567,-0.9430502763765101,-0.18991193624631908,-0.087347506748288,-0.5280682596253619,-0.39929561130383684,-0.03631878346992584,-0.9560362745075611,0.01941964705801258,-0.006695117405662254,0.48150585208832364,-0.10068294990483162,0.20331545093657805,0.042824247031515106,-0.17016235420635173,0.215174219511645,-0.1545627505691094,0.07474868528354639,-0.2527760009541729,0.031835362459024075,0.26732422736574746,-0.21956747449836883,-0.05639851868360579
0.34218109564614174,0.06785150089405922,-0.4796030819829394,0.43860743762911225,0.09313980987704884,-0.9466698880949507,-0.19660895116261257,-0.08913155131860312,-0.5260127406253492,-0.4132964008760598,-0.040905387365484436,-0.9506571353714373,0.016571588607119825,-0.004362714124806599,0.4814661304086866,-0.09884895626104129,0.2043340278686061,0.04215408220113448,-0.16998459206260685,0.21308355463423112,-0.15480482705783927,0.07404042636833807,-0.252882703108569,0.03250411500606487,0.2673634676574914,-0.22043313689770422,-0.05436700089876323
0.33759706856093263,0.0695679648468564,-0.4824742368135602,0.4300610799646294,0.08947521442011358,-0.950601406908051,-0.20304756320759365,-0.09098352554613076,-0.5230093874413713,-0.42715986504466574,-0.04519739458167843,-0.9440549694379258,0.016166080454991683,-0.0037741213464324574,0.4816430209643672,-0.1012210974863832,0.20439086692680536,0.04188605843868887,-0.17418822056328098,0.2105556879321005,-0.15449988496830125,0.07044184001638243,-0.25317207896960053,0.03375606489704008,0.2643841256497863,-0.22168299826099702,-0.052082102945298026
0.3354962936061483,0.07151355620564626,-0.4838993906307751,0.42100338203602883,0.0833319227547904,-0.9536203752710887,-0.20961207954587024,-0.09197642099579478,-0.5199098361414014,-0.44074025941345285,-0.04766418398071148,-0.9373044526184706,0.017829158118439103,-0.0032629917601447733,0.4818411085161747,-0.11169964082801087,0.20575482083931762,0.04081977469348885,-0.18650778548400693,0.21108672673370443,-0.15489674762555528,0.06616639308164851,-0.25044279658997975,0.03700670094914571,0.260514412219397,-0.22013430811411483,-0.04833734631047759
0.3343061363720925,0.07356821061266555,-0.48428838388685963,0.412052885318265,0.07965845020925272,-0.9554648809461549,-0.21408509011058152,-0.09459271785361428,-0.5175301989492265,-0.4507435254362169,-0.05337805366591736,-0.9321338798148691,0.01708899369024408,-0.0013767642144832948,0.48187204129837125,-0.11310436905803334,0.20699744350643884,0.04013249435108501,-0.18903286692821641,0.21062144332921356,-0.1551912744853322,0.06233254261573151,-0.24918910615164105,0.03816995474156459,0.25680683617876854,-0.22004411234184798,-0.047291626674274
0.3347825542151375,0.07541225334108631,-0.4829284069612086,0.40414755059310714,0.07601644671732138,-0.9554504398855574,-0.21796833072401345,-0.09704729159062447,-0.5159906526060598,-0.45942325653594684,-0.05914675682843307,-0.9281376458112948,0.016055773523977024,4.057048273875541e-05,0.48188591393836355,-0.11137190636103789,0.20746762333084706,0.04024766826263004,-0.18810355786807698,0.20907892477423168,-0.15478900059905054,0.05701306024436947,-0.24925793674842942,0.0380740333611187,0.2513586346393586,-0.22151323449877924,-0.048143091557724005
0.3301298308422158,0.07277280310812523,-0.4856268592269122,0.3844559101745646,0.0855887560575101,-0.9599404346445736,-0.2229196246203089,-0.09970153500493895,-0.5143394038161467,-0.4692363282830807,-0.0651731451435465,-0.9238976384208342,0.013057432225842547,0.00045744863335661634,0.48201601891029267,-0.11517397813199848,0.20645998424257445,0.04097133644197681,-0.19247607334806283,0.2084909644882465,-0.15383601976011374,0.05035799981483091,-0.24845283572513305,0.03853192144211892,0.2443504055240413,-0.22278351866753568,-0.04911165281213381
0.32524782955895537,0.0747869164343195,-0.48734609248464533,0.3696555710158669,0.0960554796658058,-0.9623877118064428,-0.18575957541456622,-0.10511326486599326,-0.5348549316843585,-0.4703954276669955,-0.07023409717881257,-0.918740267450398,0.013454309414947296,0.002213781506572643,0.48198085172708904,-0.11722086523161002,0.20696687765610838,0.04044034806618779,-0.19470331357596882,0.20978735983830804,-0.1542855102958275,0.04710638025641467,-0.2452414004538958,0.03972303112741915,0.24031809890204503,-0.22172612405105388,-0.05021932248204963
